연번,분류,주성분코드,제품코드,제품명,업체명,ATC코드,ATC코드명칭,비고
3135,131,246603ATB,649001590,리치큐정(빌베리건조엑스)_(0.17g/1정),풍림무약(주),S01L,OCULAR VASCULAR DISORDER AGENTS,
3136,131,246603ATB,52400380,오큐베리정(빌베리건조엑스)_(0.17g/1정),(주)인트로바이오파마,S01L,OCULAR VASCULAR DISORDER AGENTS,
3137,131,246603ATB,649103160,아겐에프정(빌베리건조엑스)_(0.17g/1정),한국휴텍스제약(주),S01L,OCULAR VASCULAR DISORDER AGENTS,
3138,131,246603ATB,622802780,아이눈정(빌베리건조엑스)_(0.17g/1정),(주)마더스제약,S01L,OCULAR VASCULAR DISORDER AGENTS,
3139,131,246603ATB,650204680,바키닌정(빌베리건조엑스)_(0.17g/1정),안국약품(주),S01L,OCULAR VASCULAR DISORDER AGENTS,
3140,131,246603ATB,641502220,맥베리정(빌베리건조엑스)_(0.17g/1정),한국맥널티(주),S01L,OCULAR VASCULAR DISORDER AGENTS,
3141,131,246603ATB,648603560,레티룩스정(빌베리건조엑스)_(0.17g/1정),(주)씨엠지제약,S01L,OCULAR VASCULAR DISORDER AGENTS,
3142,131,246603ATB,649604700,아이딘정(빌베리건조엑스)_(0.17g/1정),대우제약(주),S01L,OCULAR VASCULAR DISORDER AGENTS,
3143,131,246603ATB,649507520,유니알에프정(빌베리건조엑스)_(0.17g/1정),유니메드제약(주),-,-,18년하반기작업예정
3144,132,212301ATB,669500950,필로겐정(염산필로카르핀)_(5mg/1정),(주)씨티씨바이오,N07AX01,pilocarpine,
3145,132,212301ATB,641906770,보령필로카르핀정(필로카르핀염산염)_(5mg/1정),보령제약(주),-,-,18년하반기작업예정
3146,132,212301ATB,621100040,살라겐정(필로카르핀염산염)_(5mg/1정),한국에자이(주),N07AX01,pilocarpine,
3147,141,130501ATB,643503080,티리진정(세티리진염산염)_(10mg/1정),한미약품(주),R06AE07,cetirizine,
3148,141,130501ATB,641701110,알레드정(세티리진염산염)_(10mg/1정),일양약품(주),R06AE07,cetirizine,
3149,141,130501ATB,658200590,센티펙정(세티리진염산염)_(10mg/1정),이니스트바이오제약(주),R06AE07,cetirizine,
3150,141,130501ATB,642900710,세노바정(세티리진염산염)_(10mg/1정),일동제약(주),R06AE07,cetirizine,
3151,141,130501ATB,654200590,"타미진정(세티리진염산염)[수출명 : 아세르텍정, 지레텍정, 세진정, 알파세진정, ZERIN Tab.]_(10mg/1정)",알파제약(주),R06AE07,cetirizine,
3152,141,130501ATB,649700750,크라운세티리진염산염정_(10mg/1정),크라운제약(주),R06AE07,cetirizine,
3153,141,130501ATB,645900860,동광염산세티리진정_(10mg/1정),동광제약(주),R06AE07,cetirizine,
3154,141,130501ATB,653700670,세티진정(세티리진염산염)_(10mg/1정),삼남제약(주),R06AE07,cetirizine,
3155,141,130501ATB,652605640,지르코정(염산세티리진)_(10mg/1정),알보젠코리아(주),R06AE07,cetirizine,
3156,141,130501ATB,656001520,"코나진정(세티리진염산염)(수출명:알리코염산세티리진정,보파세티리진나정,자이조세트정)_(10mg/1정)",알리코제약(주),R06AE07,cetirizine,
3157,141,130501ATB,669603620,기스톱정(세티리진염산염)_(10mg/1정),(주)아이월드제약,R06AE07,cetirizine,
3158,141,130501ATB,656202690,쎄르텍정(세티리진염산염)_(10mg/1정),(주)레고켐제약,R06AE07,cetirizine,
3159,141,130501ATB,647200430,알레텍정(세티리진염산염)_(10mg/1정),한국코러스(주),R06AE07,cetirizine,
3160,141,130501ATB,664100410,러지텍정(세티리진염산염)_(10mg/1정),동인당제약(주),R06AE07,cetirizine,
3161,141,130501ATB,642800960,알러텍정(세티리진염산염)_(10mg/1정),고려제약(주),R06AE07,cetirizine,
3162,141,130501ATB,654301890,알지렉스정(세티리진염산염)_(10mg/1정),오스틴제약(주),R06AE07,cetirizine,
3163,141,130501ATB,648600900,쎄로테정(세티리진염산염)_(10mg/1정),(주)씨엠지제약,R06AE07,cetirizine,
3164,141,130501ATB,647801180,"세라진정(세티리진염산염)[수출명: Cera tablet, Allergen tablet, Unizef tablet, Highcera tablet]_(10mg/1정)",삼진제약(주),R06AE07,cetirizine,
3165,141,130501ATB,646201370,알레큐정(세티리진염산염)_(10mg/1정),(주)뉴젠팜,R06AE07,cetirizine,
3166,141,130501ATB,670700670,알리진정(세티리진염산염)_(10mg/1정),초당약품공업(주),R06AE07,cetirizine,
3167,141,130501ATB,669901930,산코텍정(세티리진염산염)(수출명:TersetTab.)_(10mg/1정),대한뉴팜(주),R06AE07,cetirizine,
3168,141,130501ATB,646001670,아루텍정(세티리진염산염)_(10mg/1정),(주)메디카코리아,R06AE07,cetirizine,
3169,141,130501ATB,661900620,세리텍정(세티리진염산염)_(10mg/1정),영풍제약(주),R06AE07,cetirizine,
3170,141,130501ATB,651501940,"하원세티리진정(수출명:히스타진정, HATIZEN, HAWONHATIZEN, HAWONCETIRIZINE)_(세티리진염산염, 10mg/1정)",(주)하원제약,R06AE07,cetirizine,
3171,141,130501ATB,653801190,신일세티리진정(세티리진염산염)(수출명:RAMILLAN Tab.)_(10mg/1정),신일제약(주),R06AE07,cetirizine,
3172,141,130501ATB,671801520,리진정(세티리진염산염)_(10mg/1정),대원제약(주),R06AE07,cetirizine,
3173,141,130501ATB,645601400,"알티린정(세티리진염산염)(수출명:Vilex, Cetirin)_(10mg/1정)",대화제약(주),R06AE07,cetirizine,
3174,141,130501ATB,658600680,알레리진정(세티리진염산염)_(10mg/1정),이연제약(주),R06AE07,cetirizine,
3175,141,130501ATB,649400500,로텍정(세티리진염산염)(수출명:ZINRYTECTabs)_(10mg/1정),영일제약(주),R06AE07,cetirizine,
3176,141,130501ATB,649100430,세트린정(세티리진염산염)(수출명:ANTIRIZINtab)_(10mg/1정),한국휴텍스제약(주),R06AE07,cetirizine,
3177,141,130501ATB,645202100,알메텍정(세티리진염산염)_(10mg/1정),에이프로젠제약(주),R06AE07,cetirizine,
3178,141,130501ATB,640900640,알러스탑정(세티리진염산염)_(10mg/1정),(주)일화,R06AE07,cetirizine,
3179,141,130501ATB,52700530,알세진정10밀리그램(세티리진염산염)_(10mg/1정),크리스탈생명과학(주),R06AE07,cetirizine,
3180,141,130501ATB,654100110,지르텍정(세티리진염산염)_(10mg/1정),한국유씨비제약(주),R06AE07,cetirizine,
3181,141,130501ATB,658501140,알드라민정(세티리진염산염)_(10mg/1정),익수제약(주),R06AE07,cetirizine,
3182,141,130501ATB,644602130,쥬르택정(세티리진염산염)_(10mg/1정),조아제약(주),R06AE07,cetirizine,
3183,141,130501ATB,699801600,알러비정(세티리진염산염)_(10mg/1정),제이에스제약(주),R06AE07,cetirizine,
3184,141,131801ATB,642102570,페니라민정(클로르페니라민말레산염)_(2mg/1정),(주)유한양행,R06AB04,chlorphenamine,
3185,141,135201ATB,644800580,마스질정(클레마스틴푸마르산염)_(1.34mg/1정),태극제약(주),R06AA04,clemastine,
3186,141,150601ATB,655601410,에스텔정(에바스틴)_(10mg/1정),한올바이오파마(주),R06AX22,ebastine,
3187,141,150601ATB,641901530,보령에바스텔정(에바스틴)_(10mg/1정),보령제약(주),R06AX22,ebastine,
3188,141,150601ATB,671700470,바스콜정(에바스틴)_(10mg/1정),한국콜마(주),R06AX22,ebastine,
3189,141,150601ATB,646001880,에바티스정(에바스틴)_(10mg/1정),(주)메디카코리아,R06AX22,ebastine,
3190,141,150601ATB,652604690,에스티나정(에바스틴)_(10mg/1정),알보젠코리아(주),R06AX22,ebastine,
3191,141,150601ATB,645208940,엡스틴정(에바스틴)_(10mg/1정),에이프로젠제약(주),R06AX22,ebastine,
3192,141,150601ATB,625201260,화이트에바스틴정10밀리그램_(10mg/1정),(주)화이트제약,R06AX22,ebastine,
3193,141,150601ATB,674401180,스바에정(에바스틴)_(10mg/1정),아이큐어(주),R06AX22,ebastine,
3194,141,150601ATB,699801570,에바스틸정(에바스틴)_(10mg/1정),제이에스제약(주),R06AX22,ebastine,
3195,141,150630ALQ,641901521,보령에바스텔내복액(에바스틴)_(0.5g/500mL),보령제약(주),R06AX22,ebastine,
3196,141,151301ACR,670300280,레미코트서방성캡슐1밀리그램(에메다스틴푸마르산염서방성과립)_(1mg/1캡슐),코오롱제약(주),R06AX,Other antihistamines for systemic use,
3197,141,151302ACR,670300290,레미코트서방성캡슐2밀리그램(에메다스틴푸마르산염서방성과립)_(2mg/1캡슐),코오롱제약(주),R06AX,Other antihistamines for systemic use,
3198,141,185401ACS,661604470,클리어딘연질캡슐(로라타딘)_(10mg/1캡슐),(주)알피바이오,R06AX13,loratadine,
3199,141,185401ATB,649600160,"대우로라타딘정(수출명:로미딘정,라틴정,필미딘정)_(10mg/1정)",대우제약(주),R06AX13,loratadine,
3200,141,185401ATB,655601320,알레틴정(로라타딘)(수출명:비알레틴)_(10mg/1정),한올바이오파마(주),R06AX13,loratadine,
3201,141,185401ATB,644300910,"로라타인정(로라타딘)(수출명:Unidine Tabs., Lergicyl Tabs., Airtaline Tabs.)_(10mg/1정)",한국유나이티드제약(주),R06AX13,loratadine,
3202,141,185401ATB,643200370,로다인정(로라타딘)_(10mg/1정),동성제약(주),R06AX13,loratadine,
3203,141,185401ATB,658201290,제이타딘정(로라타딘)_(10mg/1정),이니스트바이오제약(주),R06AX13,loratadine,
3204,141,185401ATB,698000870,에쟈스민정(로라타딘)_(10mg/1정),콜마파마(주),R06AX13,loratadine,
3205,141,185401ATB,641105900,클라리틴정(로라타딘)_(10mg/1정),바이엘코리아(주),R06AX13,loratadine,
3206,141,185401ATB,669800100,구주로라타딘정10밀리그람(수출명:로히스타정)_(10mg/1정),구주제약(주),R06AX13,loratadine,
3207,141,185401ATB,656700230,넬슨로라타딘정_(10mg/1정),한국넬슨제약(주),R06AX13,loratadine,
3208,141,185401ATB,648500140,노라틴정(로라타딘)(수출명:ALERTIN Tablets)_(10mg/1정),신풍제약(주),R06AX13,loratadine,
3209,141,185401ATB,650200130,노타민정(로라타딘)_(10mg/1정),안국약품(주),R06AX13,loratadine,
3210,141,185401ATB,646203720,로라젠정(로라타딘)_(10mg/1정),(주)뉴젠팜,R06AX13,loratadine,
3211,141,185401ATB,698500390,로리딘정(로라타딘)_(10mg/1정),(주)테라젠이텍스,R06AX13,loratadine,
3212,141,185401ATB,699801250,제라타딘정(로라타딘)_(10mg/1정),제이에스제약(주),R06AX13,loratadine,
3213,141,185430ASY,644000941,새로딘시럽(로라타딘)_(5mg/5mL),삼익제약(주),R06AX13,loratadine,
3214,141,185431ASY,641105911,클라리틴시럽(로라타딘)_(0.1g/100mL),바이엘코리아(주),R06AX13,loratadine,
3215,141,190502ATB,642202340,프리마란정(메퀴타진)_(5mg/1정),부광약품(주),R06AD07,mequitazine,
3216,141,190532ASY,642201272,소아용프리마란시럽(메퀴타진)_(0.25g/500mL),부광약품(주),R06AD07,mequitazine,
3217,141,206201ATB,657302870,옥사타딘정(옥사토마이드)_(30mg/1정),(주)동구바이오제약,R06AE06,oxatomide,
3218,141,206201ATB,642401090,옥사틴정(옥사토마이드)_(30mg/1정),영진약품공업(주),R06AE06,oxatomide,
3219,141,213301ATB,642401650,푸라콩정(피프린히드리나트)_(3mg/1정),영진약품공업(주),R06AA07,diphenylpyraline,
3220,141,259900ACH,643600050,그린노즈캡슐_(1캡슐),(주)녹십자,R01BA52,"pseudoephedrine, combinations",
3221,141,259900ACH,647801170,세라진-에스캡슐_(1캡슐),삼진제약(주),R01BA52,"pseudoephedrine, combinations",
3222,141,259900ACH,52700680,노스콜캡슐_(1캡슐),크리스탈생명과학(주),R01BA52,"pseudoephedrine, combinations",
3223,141,259900ACH,641500410,센티콜캡슐_(1캡슐),한국맥널티(주),R01BA52,"pseudoephedrine, combinations",
3224,141,259900ACH,642203230,쎄리진캡슐_(1캡슐),부광약품(주),R01BA52,"pseudoephedrine, combinations",
3225,141,259900ACH,662401930,코감에스캡슐_(1캡슐),한국인스팜(주),R01BA52,"pseudoephedrine, combinations",
3226,141,259900ACH,642801260,코스톱캡슐_(1캡슐),고려제약(주),R01BA52,"pseudoephedrine, combinations",
3227,141,259900ACH,671703040,코알라캡슐_(1캡슐),한국콜마(주),R01BA52,"pseudoephedrine, combinations",
3228,141,259900ATB,664102160,러지펜정_(1정),동인당제약(주),R01BA52,"pseudoephedrine, combinations",
3229,141,259900ATB,662501160,씨노스정_(1정),(주)넥스팜코리아,R01BA52,"pseudoephedrine, combinations",
3230,141,259900ATB,663601070,"씨판정(수출명:DANCETATab.,CERTIPANTab.)_(1정)",한국프라임제약(주),R01BA52,"pseudoephedrine, combinations",
3231,141,259900ATB,645702340,알러벡정_(1정),삼아제약(주),R01BA52,"pseudoephedrine, combinations",
3232,141,259900ATB,699800160,유싹정_(1정),제이에스제약(주),R01BA52,"pseudoephedrine, combinations",
3233,141,259900ATB,622800110,지세트프러스정_(1정),(주)마더스제약,R01BA52,"pseudoephedrine, combinations",
3234,141,259900ATB,640901100,코리텍정_(1정),(주)일화,R01BA52,"pseudoephedrine, combinations",
3235,141,259900ATB,643502480,코싹정_(1정),한미약품(주),R01BA52,"pseudoephedrine, combinations",
3236,141,259900ATB,644801770,코앤콜정_(1정),태극제약(주),R01BA52,"pseudoephedrine, combinations",
3237,141,259900ATB,693200930,코에굿정_(1정),(주)한국글로벌제약,R01BA52,"pseudoephedrine, combinations",
3238,141,259900ATB,670303740,코트리진정_(1정),코오롱제약(주),R01BA52,"pseudoephedrine, combinations",
3239,141,260100ACR,641900460,리노에바스텔캡슐_(1캡슐),보령제약(주),R01BA52,"pseudoephedrine, combinations",
3240,141,260100ACR,646000530,리노에바티스서방캡슐_(1캡슐),(주)메디카코리아,R01BA52,"pseudoephedrine, combinations",
3241,141,260100ACR,648502740,에바드린서방캡슐_(1캡슐),신풍제약(주),R01BA52,"pseudoephedrine, combinations",
3242,141,260100ACR,650201760,에바페린서방캡슐_(1캡슐),안국약품(주),R01BA52,"pseudoephedrine, combinations",
3243,141,260100ACR,650301190,리노드린서방캡슐_(1캡슐),진양제약(주),R01BA52,"pseudoephedrine, combinations",
3244,141,260100ACR,654700170,리노스텔서방캡슐_(1캡슐),케이엠에스제약(주),R01BA52,"pseudoephedrine, combinations",
3245,141,260100ACR,653800440,리노스틴서방캡슐_(1캡슐),신일제약(주),R01BA52,"pseudoephedrine, combinations",
3246,141,260100ACR,652603920,리노에스티나서방캡슐_(1캡슐),알보젠코리아(주),R01BA52,"pseudoephedrine, combinations",
3247,141,260100ACR,670600640,린바스틴서방캡슐_(1캡슐),(주)휴온스,R01BA52,"pseudoephedrine, combinations",
3248,141,260100ACR,651203100,슈도에바스트서방캡슐_(1캡슐),삼천당제약(주),R01BA52,"pseudoephedrine, combinations",
3249,141,260100ACR,649000190,에바코서방캡슐_(1캡슐),풍림무약(주),R01BA52,"pseudoephedrine, combinations",
3250,141,260100ACR,644102000,코바스텔서방캡슐_(1캡슐),제이더블유신약(주),R01BA52,"pseudoephedrine, combinations",
3251,141,260100ACR,53600170,뉴리노페서방캡슐_(1캡슐),안국뉴팜(주),R01BA52,"pseudoephedrine, combinations",
3252,141,347901ATB,652100960,알레그라정120밀리그람(펙소페나딘염산염)_(0.12g/1정),(주)한독,R06AX26,fexofenadine,
3253,141,347901ATB,670604370,알러딘정(펙소페나딘염산염)_(0.12g/1정),(주)휴온스,R06AX26,fexofenadine,
3254,141,347901ATB,648602830,알레톡정120mg(펙소페나딘염산염)_(0.12g/1정),(주)씨엠지제약,R06AX26,fexofenadine,
3255,141,347901ATB,643503280,펙소나딘정120밀리그람(펙소페나딘염산염)_(0.12g/1정),한미약품(주),R06AX26,fexofenadine,
3256,141,347901ATB,643303890,펙손정120밀리그램(펙소페나딘염산염)_(0.12g/1정),(주)종근당,R06AX26,fexofenadine,
3257,141,347901ATB,670401430,알페나딘정(펙소페나딘염산염)_(0.12g/1정),(주)휴니즈,R06AX26,fexofenadine,
3258,141,347902ATB,652100970,알레그라정180밀리그람(펙소페나딘염산염)_(0.18g/1정),(주)한독,R06AX26,fexofenadine,
3259,141,347902ATB,643503270,펙소나딘정(펙소페나딘염산염)_(0.18g/1정),한미약품(주),R06AX26,fexofenadine,
3260,141,347903ATB,652100980,알레그라정30밀리그람(펙소페나딘염산염)_(30mg/1정),(주)한독,R06AX26,fexofenadine,
3261,141,347903ATB,643503290,펙소나딘정30밀리그램(펙소페나딘염산염)_(30mg/1정),한미약품(주),R06AX26,fexofenadine,
3262,141,355901ATB,642200720,부광미졸렌정10밀리그램(미졸라스틴)_(10mg/1정),부광약품(주),R06AX25,mizolastine,
3263,141,395400ATB,652100950,알레그라디정_(1정),(주)한독,R01BA52,"pseudoephedrine, combinations",
3264,141,453901ATB,648104010,베포리진정5밀리그램(베포타스틴베실산염)_(5mg/1정),경동제약(주),R06AX,Other antihistamines for systemic use,
3265,141,453902ATB,647804580,아라진정(베포타스틴베실산염)_(10mg/1정),삼진제약(주),R06AX,Other antihistamines for systemic use,
3266,141,453902ATB,641502240,베리맥정10밀리그램(베포타스틴베실산염)_(10mg/1정),한국맥널티(주),R06AX,Other antihistamines for systemic use,
3267,141,453902ATB,52701220,타리스정10밀리그램(베포타스틴베실산염)_(10mg/1정),크리스탈생명과학(주),R06AX,Other antihistamines for systemic use,
3268,141,453902ATB,665002320,베포론정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)경보제약,R06AX,Other antihistamines for systemic use,
3269,141,453902ATB,662503710,포타스정(베포타스틴베실산염)_(10mg/1정),(주)넥스팜코리아,R06AX,Other antihistamines for systemic use,
3270,141,453902ATB,657307100,베포틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)동구바이오제약,R06AX,Other antihistamines for systemic use,
3271,141,453902ATB,646004340,가리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)메디카코리아,R06AX,Other antihistamines for systemic use,
3272,141,453902ATB,643104350,하이온정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)바이넥스,R06AX,Other antihistamines for systemic use,
3273,141,453902ATB,652903990,타리타정(베포타스틴베실산염)_(10mg/1정),(주)서울제약,R06AX,Other antihistamines for systemic use,
3274,141,453902ATB,693902570,셀리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)셀트리온제약,R06AX,Other antihistamines for systemic use,
3275,141,453902ATB,648603540,타리원정10mg(베포타스틴베실산염)_(10mg/1정),(주)씨엠지제약,R06AX,Other antihistamines for systemic use,
3276,141,453902ATB,629701420,베포스코정(베포타스틴베실산염)_(10mg/1정),(주)오스코리아제약,R06AX,Other antihistamines for systemic use,
3277,141,453902ATB,628900890,이포산정(베포타스틴베실산염)_(10mg/1정),(주)이든파마,R06AX,Other antihistamines for systemic use,
3278,141,453902ATB,52400520,아이스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)인트로바이오파마,R06AX,Other antihistamines for systemic use,
3279,141,453902ATB,640903440,베포리논정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)일화,R06AX,Other antihistamines for systemic use,
3280,141,453902ATB,53300180,타리안정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)중헌제약,R06AX,Other antihistamines for systemic use,
3281,141,453902ATB,698503770,베포쎈정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)테라젠이텍스,R06AX,Other antihistamines for systemic use,
3282,141,453902ATB,651503930,타리진정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)하원제약,R06AX,Other antihistamines for systemic use,
3283,141,453902ATB,693201830,글로리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)한국글로벌제약,R06AX,Other antihistamines for systemic use,
3284,141,453902ATB,621803050,베타틴정(베포타스틴베실산염)_(10mg/1정),(주)한국파비스제약,R06AX,Other antihistamines for systemic use,
3285,141,453902ATB,628801100,타리스틴정(베포타스틴베실산염)_(10mg/1정),(주)휴비스트제약,R06AX,Other antihistamines for systemic use,
3286,141,453902ATB,642803020,리노포스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),고려제약(주),R06AX,Other antihistamines for systemic use,
3287,141,453902ATB,643704480,타베온정10밀리그램(베포타스틴베실산염)_(10mg/1정),국제약품(주),R06AX,Other antihistamines for systemic use,
3288,141,453902ATB,694001540,베아리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),대웅바이오(주),R06AX,Other antihistamines for systemic use,
3289,141,453902ATB,669906930,베포타틴정(베포타스틴베실산염)_(10mg/1정),대한뉴팜(주),R06AX,Other antihistamines for systemic use,
3290,141,453902ATB,645906280,베포캄정(베포타스틴베실산염)_(10mg/1정),동광제약(주),R06AX,Other antihistamines for systemic use,
3291,141,453902ATB,626500960,투리온정(베포타스틴베실산염)_(10mg/1정),동아제약(주),R06AX,Other antihistamines for systemic use,
3292,141,453902ATB,622803010,베포엠정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)마더스제약,R06AX,Other antihistamines for systemic use,
3293,141,453902ATB,651205030,타리에스비정10밀리그램(베포타스틴베실산염)_(10mg/1정),삼천당제약(주),R06AX,Other antihistamines for systemic use,
3294,141,453902ATB,664901500,베포민정(베포타스틴베실산염)_(10mg/1정),성원애드콕제약(주),R06AX,Other antihistamines for systemic use,
3295,141,453902ATB,674401400,베포스틴정(베포타스틴베실산염)_(10mg/1정),아이큐어(주),R06AX,Other antihistamines for systemic use,
3296,141,453902ATB,654004880,아나젠정(베포타스틴베실산염)_(10mg/1정),아주약품(주),R06AX,Other antihistamines for systemic use,
3297,141,453902ATB,656004740,알리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),알리코제약(주),R06AX,Other antihistamines for systemic use,
3298,141,453902ATB,661904790,타리엔정10밀리그램(베포타스틴베실산염)_(10mg/1정),영풍제약(주),R06AX,Other antihistamines for systemic use,
3299,141,453902ATB,654305160,오스틴베포타스틴베실산염정_(10mg/1정),오스틴제약(주),R06AX,Other antihistamines for systemic use,
3300,141,453902ATB,670104180,포타리온정(베포타스틴베실산염)_(10mg/1정),우리들제약(주),R06AX,Other antihistamines for systemic use,
3301,141,453902ATB,660703120,타스온정10mg(베포타스틴베실산염)_(10mg/1정),위더스제약(주),R06AX,Other antihistamines for systemic use,
3302,141,453902ATB,649507470,베포러지정10밀리그램(베포타스틴베실산염)_(10mg/1정),유니메드제약(주),R06AX,Other antihistamines for systemic use,
3303,141,453902ATB,658203790,포스리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),이니스트바이오제약(주),R06AX,Other antihistamines for systemic use,
3304,141,453902ATB,658603470,베레스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),이연제약(주),R06AX,Other antihistamines for systemic use,
3305,141,453902ATB,696601740,일양바이오베포타스틴베실산염정10밀리그램_(10mg/1정),일양바이오팜(주),R06AX,Other antihistamines for systemic use,
3306,141,453902ATB,644103130,하이베포정10밀리그램(베포타스틴베실산염)_(10mg/1정),제이더블유신약(주),R06AX,Other antihistamines for systemic use,
3307,141,453902ATB,645405040,타제온정10밀리그램(베포타스틴베실산염)_(10mg/1정),제일약품(주),R06AX,Other antihistamines for systemic use,
3308,141,453902ATB,644603760,베테포타정 10밀리그램 (베포타스틴베실산염)_(10mg/1정),조아제약(주),R06AX,Other antihistamines for systemic use,
3309,141,453902ATB,650303700,타리베정(베포타스틴베실산염)_(10mg/1정),진양제약(주),R06AX,Other antihistamines for systemic use,
3310,141,453902ATB,654701770,베폰스정(베포타스틴베실산염)_(10mg/1정),케이엠에스제약(주),R06AX,Other antihistamines for systemic use,
3311,141,453902ATB,670304180,베포텐정10밀리그램(베포타스틴베실산염)_(10mg/1정),코오롱제약(주),R06AX,Other antihistamines for systemic use,
3312,141,453902ATB,698003450,베실리온정(베포타스틴베실산염)_(10mg/1정),콜마파마(주),R06AX,Other antihistamines for systemic use,
3313,141,453902ATB,649001690,베타스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),풍림무약(주),R06AX,Other antihistamines for systemic use,
3314,141,453902ATB,665506970,유니베포타정(베포타스틴베실산염)_(10mg/1정),한국유니온제약(주),R06AX,Other antihistamines for systemic use,
3315,141,453902ATB,647204450,베타온정(베포타스틴베실산염)_(10mg/1정),한국코러스(주),R06AX,Other antihistamines for systemic use,
3316,141,453902ATB,663607170,베티온정(베포타스틴베실산염)_(10mg/1정),한국프라임제약(주),R06AX,Other antihistamines for systemic use,
3317,141,453902ATB,649103650,두리온정(베포타스틴베실산염)_(10mg/1정),한국휴텍스제약(주),R06AX,Other antihistamines for systemic use,
3318,141,453902ATB,651602290,타리틴정10mg(베포타스틴베실산염)_(10mg/1정),한화제약(주),R06AX,Other antihistamines for systemic use,
3319,141,453902ATB,642003960,베포원정10밀리그램(베포타스틴베실산염)_(10mg/1정),현대약품(주),R06AX,Other antihistamines for systemic use,
3320,141,453902ATB,625201820,베포란정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)화이트생명과학,R06AX,Other antihistamines for systemic use,
3321,141,453902ATB,645209540,베포타정(베포타스틴베실산염)_(10mg/1정),에이프로젠제약(주),R06AX,Other antihistamines for systemic use,
3322,141,453902ATB,646203980,타리젠정10mg(베포타스틴베실산염)_(10mg/1정),(주)뉴젠팜,R06AX,Other antihistamines for systemic use,
3323,141,453902ATB,648204080,유스타민정10밀리그램(베포타스틴베실산염)_(10mg/1정),(주)유영제약,R06AX,Other antihistamines for systemic use,
3324,141,453902ATB,641806500,광동베포타스틴베실산염정_(10mg/1정),광동제약(주),R06AX,Other antihistamines for systemic use,
3325,141,453902ATB,625800440,메티온정(베포타스틴베실산염)_(10mg/1정),메딕스제약(주),R06AX,Other antihistamines for systemic use,
3326,141,453902ATB,649405050,베스온정(베포타스틴베실산염)_(10mg/1정),영일제약(주),R06AX,Other antihistamines for systemic use,
3327,141,453902ATB,653103310,비포터정(베포타스틴베실산염)_(10mg/1정),(주)비씨월드제약,R06AX,Other antihistamines for systemic use,
3328,141,453902ATB,670607770,히스티온정10mg(베포타스틴베실산염)_(10mg/1정),(주)휴온스,R06AX,Other antihistamines for systemic use,
3329,141,453902ATB,648103980,베포리진정10밀리그램(베포타스틴베실산염)_(10mg/1정),경동제약(주),R06AX,Other antihistamines for systemic use,
3330,141,453902ATB,671806480,베포스타비정(베포타스틴베실산염)_(10mg/1정),대원제약(주),R06AX,Other antihistamines for systemic use,
3331,141,453902ATB,645604870,베티린정(베포타스틴베실산염)_(10mg/1정),대화제약(주),R06AX,Other antihistamines for systemic use,
3332,141,453902ATB,641705360,일양베포타스틴정10밀리그램(베포타스틴베실산염)_(10mg/1정),일양약품(주),R06AX,Other antihistamines for systemic use,
3333,141,453902ATB,657806020,타스린정(베포타스틴베실산염)_(10mg/1정),하나제약(주),R06AX,Other antihistamines for systemic use,
3334,141,453902ATB,671705350,베타리온정(베포타스틴베실산염)_(10mg/1정),한국콜마(주),R06AX,Other antihistamines for systemic use,
3335,141,453902ATB,642503430,타리온정10밀리그램(베포타스틴베실산염)_(10mg/1정),동아에스티(주),R06A,ANTIHISTAMINES FOR SYSTEMIC USE,
3336,141,463601ATB,642402730,레보세린정(레보세티리진염산염)_(5mg/1정),영진약품공업(주),R06AE09,levocetirizine,
3337,141,463601ATB,640004280,자알린정5밀리그램(레보세티리진염산염)_(5mg/1정),씨제이헬스케어(주),R06AE09,levocetirizine,
3338,141,463601ATB,648202390,레보셋정(레보세티리진염산염)_(5mg/1정),(주)유영제약,R06AE09,levocetirizine,
3339,141,463601ATB,641702860,알보린정5밀리그램(레보세티리진염산염)_(5mg/1정),일양약품(주),R06AE09,levocetirizine,
3340,141,463601ATB,661902100,레보세티정(레보세티리진염산염)_(5mg/1정),영풍제약(주),R06AE09,levocetirizine,
3341,141,463601ATB,649804250,레보틸정(레보세티리진염산염)_(5mg/1정),명문제약(주),R06AE09,levocetirizine,
